series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage	2.07	2.07	2.07	2.07	2015	2.07	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage	28.08	28.55	28.33	28.16	2015	28.16	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage	0.66	0.64	0.81	0.82	2015	0.82	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage	90.25	89.41	88.56	87.72	2015	87.72	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage	34.04	34.04	34.04	34.04	2015	34.04	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage	47.91	47.41	46.91	46.41	2015	46.41	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	Percentage	22.73	22.27	22.27	22.27	2015	22.27	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	Percentage	10.55	10.61	12.2	13.78	2015	13.78	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	Percentage	11.64	11.03	10.45	9.91	2015	9.91	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	Percentage	16.77	16.61	16.04	16.24	2015	16.24	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	Percentage	46.51	46.67	46.77	46.88	2015	46.88	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	Percentage	51.45	51.45	51.45	51.45	2015	51.45	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	Percentage	0.48	0.58	0.68	0.78	2015	0.78	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	Percentage	11.28	11.18	11.08	10.98	2015	10.98	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	Percentage	11.7	11.66	11.63	11.66	2015	11.66	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	Percentage	14.65	14.65	14.65	14.65	2015	14.65	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	Percentage	22.04	22.27	22.5	22.57	2015	22.57	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage	20	20	20	20	2015	20	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage	68.37	69.67	70.97	72.28	2015	72.28	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage	55.47	54.22	51.89	50.55	2015	50.55	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage	42.68	42.68	42.68	42.68	2015	42.68	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage	22.12	21.07	20.03	19.13	2015	19.13	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	Percentage	62.37	60.63	59.64	59.05	2015	59.05	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	Percentage	63.98	62.1	61	59.9	2015	59.9	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	Percentage	81.03	80.06	79.06	78.06	2015	78.06	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	Percentage	24.47	24.4	24.27	24.13	2015	24.13	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage	75.33	73.81	72.11	72.11	2015	72.11	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage	31.09	33.63	34.42	35.22	2015	35.22	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage	53.39	51.02	48.65	44.47	2015	44.47	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage	7.71	7.05	9.85	10.75	2015	10.75	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage	40.77	41.58	42.06	42.55	2015	42.55	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage	65.41	60.79	57.18	53.57	2015	53.57	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage	46.79	44.46	42.13	39.8	2015	39.8	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage	38.25	38.22	38.19	38.17	2015	38.17	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage	20.37	20.74	21.11	22.31	2015	22.31	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage	52.92	52.92	52.92	52.92	2015	52.92	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage	35.96	35.84	35.71	35.59	2015	35.59	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage	34.95	33.77	33.54	33.01	2015	33.01	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage	5.02	4.88	4.37	3.87	2015	3.87	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage	21.3	21.58	21.83	23.85	2015	23.85	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage	18.78	20.48	21.29	22.1	2015	22.1	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	55.7	54.26	52.85	52.73	2015	52.73	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage	24.18	22.57	20.96	19.88	2015	19.88	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage	23.34	20.75	18.16	15.56	2015	15.56	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage	66.05	65.8	65.63	65.4	2015	65.4	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage	69.36	68.68	67.99	67.3	2015	67.3	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage	62.92	62.92	62.92	62.92	2015	62.92	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage	46.53	48.79	51.02	53.98	2015	53.98	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage	33.68	34.01	34.31	34.35	2015	34.35	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage	23.41	25.93	28.19	30.76	2015	30.76	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage	18.57	18.71	18.71	18.69	2015	18.69	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage	34.15	34.28	34.41	34.54	2015	34.54	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage	44.88	42.67	40.45	38.23	2015	38.23	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage	13.94	13.28	13.98	14.58	2015	14.58	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage	63.11	61.32	59.55	57.77	2015	57.77	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	Percentage	30.76	34.2	37.61	41.05	2015	41.05	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	Percentage	55.28	53.69	52.11	50.52	2015	50.52	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	Percentage	16.02	14.91	13.85	12.79	2015	12.79	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	Percentage	62.14	60.07	57.97	55.9	2015	55.9	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	Percentage	13.71	13	12.3	12.5	2015	12.5	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	Percentage	15.6	15.39	15.17	14.95	2015	14.95	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	Percentage	52.91	53.13	52.7	52.65	2015	52.65	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	Percentage	0.06	0.06	0.06	0.06	2015	0.06	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	PERCENT	Percentage	0	0	0	0	2015	0	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	PERCENT	Percentage	53.66	54.58	54.35	55.68	2015	55.68	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	Percentage	73.85	72.86	73.11	73.11	2015	73.11	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	Percentage	27.92	28.97	30	31.03	2015	31.03	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	Percentage	99.54	99.37	99	98.91	2015	98.91	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	Percentage	28.69	35.52	42.35	42.35	2015	42.35	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	Percentage	0.24	0.24	0.24	0.24	2015	0.24	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	Percentage	85.38	85.38	85.38	89.26	2015	89.26	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	Percentage	39.73	39.9	40.62	40.62	2015	40.62	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	Percentage	45.55	46.54	47.43	48.22	2015	48.22	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRST	Forest area as a proportion of total land area (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	Percentage	1.51	1.52	1.52	1.52	2015	1.52	FAO Estimate	E
