series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	4	66.02688198	33.83160199	AFG	Afghanistan	1	INDEX	Index			0.13	0.44	0.14	0.08	0.1	0.14	0.17	0.13	0.16	0.17	0.2				0.185	2013	0.2	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	8	20.06660928	41.13897007	ALB	Albania	1	INDEX	Index		0.2	0.14	0.13						0.09	0.08	0.09	0.09	0.09	0.1	0.13	0.1	2016	0.13	Combined IMF and FAO Questionaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	10	21.47585697	-80.40897662	ATA	Antarctica	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	12	2.678164227	28.15940032	DZA	Algeria	1	INDEX	Index						0.56	0.29	0.79	0.39									2009	0.39	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	16	-170.7187269	-14.30587306	ASM	American Samoa	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	20	1.576257417	42.54548611	AND	Andorra	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	24	17.57817062	-12.33724746	AGO	Angola	1	INDEX	Index	0.15	0.09	0.1	0.21	0.34	0.32	0.54	0.44	0.13	0.18	0.21	0.16	0.19	0.1	0.11	0.15	0.142	2016	0.15	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	31	50.01064725	40.39229544	AZE	Azerbaijan	1	INDEX	Index								0.45	0.58	0.54	0.54	0.46	0.43	0.44	0.43		0.44	2015	0.43	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	32	-65.14563274	-35.19446255	ARG	Argentina	1	INDEX	Index	0.17	0.06	0.05	0.06	0.06	0.07	0.19	0.37	0.34	0.25	0.12	0.12	0.12	0.07	0.09	0.07	0.094	2016	0.07	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	36	134.3499412	-25.57717202	AUS	Australia	1	INDEX	Index	0.24	0.3	0.31	0.31	0.28	0.5	0.45	0.58	0.37	0.36	0.3	0.33	0.25	0.24	0.24	0.2	0.252	2016	0.2	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	40	14.14172472	47.58704857	AUT	Austria	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	44	-78.05111663	24.69546597	BHS	Bahamas	1	INDEX	Index	0.51	0.41	0.47	0.56	0.61	0.47	0.47	0.46	0.54	0.43	0.38	0.36	0.48	0.41	0.55	0.78	0.516	2016	0.78	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	48	50.5490754	26.04407747	BHR	Bahrain	1	INDEX	Index	0.84	0.65	0.99	1.35	1.27	1.33	1.11	1.11										2008	1.11	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	50	89.17660788	22.86961622	BGD	Bangladesh	1	INDEX	Index	0.2	0.19	0.16	0.17	0.28	0.29	0.33	0.5	0.52		0.52	0.58	0.78	0.56	0.53		0.6125	2015	0.53	Combined IMF and FAO Questionaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	51	44.93839317	40.29499741	ARM	Armenia	1	INDEX	Index									0.25	0.26	0.23	0.12	0.09	0.09	0.14	0.17	0.122	2016	0.17	Combined IMF and FAO Questionaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	52	-59.5346489	13.13648273	BRB	Barbados	1	INDEX	Index			1.45		1.4													2005	1.4	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	56	4.660976456	50.64104975	BEL	Belgium	1	INDEX	Index	0.2	0.08	0.07	0.07	0.07	0.07	0.06	0.07	0.03	0.03	0.02	0.01	0.01	0.01	0		0.0075	2015	0	Combined IMF and FAO Questionaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	60	-64.78155012	32.27881922	BMU	Bermuda	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	64	90.45098484	27.39598568	BTN	Bhutan	1	INDEX	Index	0.27	0.35	0.46	0.42	0.49	0.56	0.62	0.53	0.61	0.65	0.83	0.88	0.85	0.79	0.7	0.79	0.802	2016	0.79	Combined IMF and FAO Questionaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	INDEX	Index	0.7	0.71	0.61	0.61	0.77	0.79	0.83	0.58	0.56	0.53	0.63	0.66	0.59	0.63			0.626666666666667	2014	0.63	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	72	23.81380223	-22.18810073	BWA	Botswana	1	INDEX	Index					1.7	2.19	1.63	1.35	1.53	1.21	1.16	1.2	1.32	1.96	1.91	2.08	1.694	2016	2.08	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	76	-53.08432878	-10.77668561	BRA	Brazil	1	INDEX	Index									0.12	0.09	0.08	0.13	0.11	0.11	0.15	0.15	0.13	2016	0.15	Combined IMF and FAO Questionaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	84	-88.70199554	17.19965901	BLZ	Belize	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	INDEX	Index											0.16	0.21	0.15	0.12	0.13		0.1525	2015	0.13	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	100	25.23763153	42.75731323	BGR	Bulgaria	1	INDEX	Index	0.19	0.29	0.33	0.31	0.41	0.57	0.55	0.35	0.4	0.29	0.77	0.82	0.7	0.54	0.79	0.44	0.658	2016	0.44	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	104	96.51752295	21.19332882	MMR	Myanmar	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	108	29.89080992	-3.366387428	BDI	Burundi	1	INDEX	Index										0.03	0.08	0.08	0.07				0.075	2013	0.07	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	112	28.04940161	53.54193075	BLR	Belarus	1	INDEX	Index	1.08	1.01	1.2	1.62	1.68	1.55	1.34	1.14	1.38	1.19	1.18	0.59	0.55	0.52	0.64		0.575	2015	0.64	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	116	104.922836	12.71163737	KHM	Cambodia	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	120	12.7419827	5.692387031	CMR	Cameroon	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	124	-101.6575058	57.72360191	CAN	Canada	1	INDEX	Index									0.91	0.94	0.77	0.76	0.66	0.59			0.67	2014	0.59	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	INDEX	Index	0.67	0.78			0.46	0.43	0.58	0.63	0.5	0.59	0.75	0.53	0.52	0.42	0.53		0.5	2015	0.53	Official country publications. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	140	20.93559492	7.003720791	CAF	Central African Republic	1	INDEX	Index								0.03	0.05	0.05								2010	0.05	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	144	80.70489654	7.614693343	LKA	Sri Lanka	1	INDEX	Index	0.36	0.38	0.42	0.42	0.51	0.64	0.57	0.66	0.65	0.63	0.6	0.65	0.52	0.72	0.78	0.72	0.678	2016	0.72	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	148	18.66618401	15.36279341	TCD	Chad	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	152	-71.23029019	-35.2652885	CHL	Chile	1	INDEX	Index	0.44	0.41	0.48	0.5	0.51	0.52	0.56	0.58	0.57	0.53	0.51	0.56	0.55	0.48	0.46	0.43	0.496	2016	0.43	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	156	104.1403375	32.30955217	CHN	China	1	INDEX	Index							0.26	0.22	0.21	0.25	0.26	0.28	0.27	0.26	0.32	0.33	0.292	2016	0.33	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	162	105.6426067	-10.4882473	CXR	Christmas Island	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	170	-73.07446751	3.888209046	COL	Colombia	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	174	43.34234565	-11.66121732	COM	Comoros	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	175	45.14015057	-12.82217691	MYT	Mayotte	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	178	15.22052612	-0.840544119	COG	Congo	1	INDEX	Index				0.19	0.3	0.24	0.27	0.46	0.3	0.66		0.56					0.56	2012	0.56	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	INDEX	Index										0.08	0.12	0.3	0.21	0.37	0.2	0.38	0.292	2016	0.38	Official country publications. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	184	-159.7711391	-21.22696458	COK	Cook Islands	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	188	-84.19712782	9.970998683	CRI	Costa Rica	1	INDEX	Index	0.22	0.19	0.28	0.2	0.28	0.35	0.48	0.64	0.66	0.94	1.02	1.31	0.58	0.29	0.31	0.28	0.554	2016	0.28	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	191	17.95874553	45.45172212	HRV	Croatia	1	INDEX	Index		0.48	0.67	0.53	0.6	0.67	0.84	0.84	0.84	0.96	0.97	0.84	0.76	0.83	1.31	1.16	0.98	2016	1.16	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	192	-79.54460144	22.10030366	CUB	Cuba	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	196	33.22285964	35.05659437	CYP	Cyprus	1	INDEX	Index	1.59	1.35	1.46	1.61	1.4	1.49	1.5	1.51	1.12	1.18	1.01	1.05	1.15	1.02	1.07		1.0725	2015	1.07	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	203	15.33151382	49.73913871	CZE	Czechia	1	INDEX	Index	0.84	1	1.12	1.23	1.57	1.68	1.89	1.81	2.36	2.29	1.53	1.41	1.23	1.38	1.28	1.44	1.348	2016	1.44	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	204	2.339933594	9.65401646	BEN	Benin	1	INDEX	Index										0.07								2010	0.07	Combined IMF and FAO Questionaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	208	9.326571283	56.03829721	DNK	Denmark	1	INDEX	Index	0.13	0.26	0.29	0.22	0.32	0.33	0.26	0.45	0.54	0.27	0.38	0.28	0.3	0.3	0.4	0.35	0.326	2016	0.35	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	212	-61.3493756	15.43391378	DMA	Dominica	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	INDEX	Index		0.68	0.85								0.36	0.34	0.38	0.32	0.27	0.3	0.322	2016	0.3	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	218	-78.37005241	-1.447785891	ECU	Ecuador	1	INDEX	Index	0.05	0.07	0.07	0.08	0.08	0.07	0.08	0.07	0.17	0.18	0.1	0.13	0.15	0.23	0.27		0.195	2015	0.27	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	222	-88.86862995	13.73603564	SLV	El Salvador	1	INDEX	Index	0.25	0.18	0.11	0.19	0.1	0.08	0.11	0.1	0.17	0.13	0.09	0.11	0.12	0.14	0.12		0.1225	2015	0.12	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	INDEX	Index							1.27	0.88	0.76									2009	0.76	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	231	39.63505296	8.631223181	ETH	Ethiopia	1	INDEX	Index	0.09	0.19	0.13	0.13	0.38	0.47	0.42											2007	0.42	IMF data. UNSD national account estimates	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	232	38.11074289	16.12894644	ERI	Eritrea	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	233	25.84093481	58.68487172	EST	Estonia	1	INDEX	Index	0.51	0.64	0.68	0.63	0.56	0.76	0.79	0.89	0.75	0.59	0.53	0.55	0.61	0.43	0.41		0.5	2015	0.41	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	242	177.9660884	-17.83301566	FJI	Fiji	1	INDEX	Index					0.26	0.24	0.27	0.27	0.28	0.3	0.28	0.29	0.29	0.3	0.31		0.2975	2015	0.31	Official country publications. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	246	23.308447	61.91586738	FIN	Finland	1	INDEX	Index	1.12	1.13	1.17	1.18	1.28	1.5	1.22	1.19	1.11	1.02	1.03	0.94	0.78	0.81	0.81		0.835	2015	0.81	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	248	19.80945969	60.1544901	ALA	Åland Islands	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	250	2.457288129	46.62660861	FRA	France	1	INDEX	Index	0.27	0.29	0.26	0.42	0.44	0.48	0.41	0.39	0.46	0.4	0.34	0.14	0.13	0.15	0.2		0.155	2015	0.2	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	254	-53.23619089	3.922673437	GUF	French Guiana	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	262	42.18274707	11.56004161	DJI	Djibouti	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	266	11.78727747	-0.60687619	GAB	Gabon	1	INDEX	Index																					
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	268	43.3713615	42.04813028	GEO	Georgia	1	INDEX	Index			0.06	0.18	0.13	0.17	0.25	0.14	0.14	0.06	0.15	0.39	0.29	0.33	0.29	0.28	0.316	2016	0.28	FAO Questionnaire. UNSD national account estimates.	C
2018.Q2.G.01	AG_PRD_ORTIND	Agriculture orientation index for government expenditures	270	-15.39944785	13.45295927	GMB	Gambia	1	INDEX	Index																					
