series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage		0	44.44444	40	26.08696	20.68966	20.68966	20.68966	20.68966	20.68966	16.12903	16.12903	14.28571	14.28571	14.28571	5.71429	5.71429	5.71429	4.87805	4.87805	4.87805	4.87805	2.43902	9.30233	9.30233	9.30233	9.30233	9.30233	9.30233	9.30233	2018	9.30233	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	Percentage			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	13.63636	13.63636	13.04348	13.04348	11.671936	2018	13.04348	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	Percentage	0	0	10	7.14286	6.66667	6.25	6.25	6.25	5.88235	10.52632	10	10	10	10	8.69565	4.34783	4.34783	4.34783	0.80645	1.5873	1.5873	1.5873	1.5873	1.5873	1.5873	1.5873	1.5873	1.5873	1.5873	1.5873	2018	1.5873	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16667	4.16667	4.16667	3.84615	3.84615	3.84615	3.974358	2018	3.84615	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	Percentage	0	0	0	0	2.94118	2.85714	2.85714	2.85714	2.85714	2.85714	2.63158	2.63158	2.63158	2.63158	2.63158	0	0	2.63158	2.12766	2.12766	2.12766	2.12766	0	2.7027	2.7027	2.7027	2.7027	2.7027	2.7027	2.7027	2018	2.7027	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage	100	100	0	0	0	0	0	50	50	50	100	100	100	100	100	100	100	70	57.14286	65.21739	66.66667	66.66667	64	64	64	64	64	64	64	64	2018	64	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15.38462	19.23077	19.23077	19.23077	19.23077	19.23077	19.23077	19.23077	19.23077	11.53846	17.692308	2018	11.53846	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage	100	100	100	100	66.66667	50	50	50	50	50	50	50	50	50	50	25	25	25	12.5	12.5	0	12.5	11.11111	11.11111	11.11111	11.11111	11.11111	11.11111	11.11111	11.11111	2018	11.11111	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage	100	0	0	0	0	0	0	0	0	0	0	0	11.11111	11.11111	11.11111	11.11111	11.11111	11.11111	8.33333	9.25926	11.86441	8.06452	6.15385	7.14286	17.3913	12.67606	6.94444	16.21622	16.21622	13.888848	2018	16.21622	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage	100	100	100	100	100	100	100	100	100	100	100	66.66667	66.66667	66.66667	100	100	100	100	50	50	57.14286	57.14286	57.14286	57.14286	57.14286	57.14286	57.14286	57.14286	57.14286	57.14286	2018	57.14286	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage	66.66667	57.14286	41.66667	41.66667	41.66667	41.66667	41.66667	41.66667	41.66667	41.66667	8.33333	8.33333	8.33333	0	0	0	0	0	0	0	27.27273	27.27273	27.27273	27.27273	27.27273	27.27273	27.27273	27.27273	27.27273	27.27273	2018	27.27273	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08333	2.08333	2.08333	2.08333	2.08333	2.08333	2.08333	2.08333	2018	2.08333	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage	3.35052	1.80412	1.54639	1.02302	0	0.24213	0.23923	0.23364	0.23148	0.22989	0.22936	0.22883	0.22883	0.22173	0.21882	0.21413	0	0	4.13907	4.61285	4.61285	4.61285	4.61285	4.61285	4.61285	4.61285	4.61285	4.61285	0.49423	3.789126	2018	0.49423	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage	25	22.22222	22.22222	18.18182	26.66667	22.22222	22.22222	22.22222	22.22222	22.22222	22.22222	22.22222	22.22222	16.66667	22.22222	26.92308	26.92308	26.92308	23.07692	26.92308	26.92308	26.92308	26.92308	25.92593	25.92593	22.22222	18.42105	18.42105	18.42105	20.68226	2018	18.42105	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.69231	7.14286	7.14286	7.14286	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	2018	5.88235	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage	100	100	100	40	28.57143	25	25	30	30	30	18.75	18.75	18.75	5.88235	9.09091	9.09091	4.54545	4.54545	3.57143	3.57143	3.57143	7.14286	7.14286	15.15152	15.15152	14.70588	14.70588	17.14286	17.14286	15.7698	2018	17.14286	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage	20	20	0	0	0	0	0	0	16.66667	16.66667	11.11111	11.11111	11.11111	11.11111	0	0	0	0	0	0	0	0	31.70732	4.87805	24.39024	11.36364	4.25532	13.46154	13.46154	13.386456	2018	13.46154	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_RSK_LBRED	Proportion of local breeds classified as being not-at-risk (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
