series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	276	10.3806066	51.08862743	DEU	Germany	1	NUMBER	Number	669	669	666	603	603	601	614	614	613	612	622	622	620	620	631	631	631	630	709	646.4	2018	709	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	288	-1.205623522	7.964825185	GHA	Ghana	1	NUMBER	Number	200	200	200	200	200	230	230	230	230	228	230	230	230	273	275	275	275	275	275	275	2018	275	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	296	-157.5643005	1.768837732	KIR	Kiribati	1	NUMBER	Number	41	41	42	42	42	42	42	42	46	46	46	46	46	46	46	46	46	46	46	46	2018	46	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	300	22.58307827	39.47301873	GRC	Greece	1	NUMBER	Number	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	2018	300	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	304	-41.39371316	74.75625681	GRL	Greenland	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	308	-61.68248568	12.11238395	GRD	Grenada	1	NUMBER	Number	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	2018	15	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	316	144.7029305	13.35485404	GUM	Guam	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	320	-91.2312746	15.00273719	GTM	Guatemala	1	NUMBER	Number	113	113	113	113	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	2018	158	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	324	-11.28173419	11.00210343	GIN	Guinea	1	NUMBER	Number	114	114	114	114	114	114	114	114	114						114	114	114	114	114	114	2018	114	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	328	-58.97322037	4.788012784	GUY	Guyana	1	NUMBER	Number	65	65	65	65	65	65	65	69	69	70	70	70	67	67	67	67	69	69	69	68.2	2018	69	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	332	-72.33640958	18.40426539	HTI	Haiti	1	NUMBER	Number	83	83	83	83	83	83	83	98	98	98	98	18	95	95	95	95	92	117	118	103.4	2018	118	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	336	12.45315803	41.90343751	VAT	Holy See	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	340	-86.59974381	14.82243161	HND	Honduras	1	NUMBER	Number	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	2018	128	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	348	19.41221519	47.1651448	HUN	Hungary	1	NUMBER	Number	386	386	386	386	386	385	385	386	386	386	386	386	386	386	384	198	198	199	199	235.6	2018	199	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	352	-19.02116966	64.79134763	ISL	Iceland	1	NUMBER	Number	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	2018	63	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	356	79.3608464	22.34642074	IND	India	1	NUMBER	Number	543	544	543	543	543	543	545	545	541	541	545	545	545	545	545	543	543	542	542	543	2018	542	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	360	113.9174	-0.994582204	IDN	Indonesia	1	NUMBER	Number	500	500	500	500	500	550	550	550	550	550	560	560	560	560	560	555	555	560	560	558	2018	560	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	NUMBER	Number	266	290	290	290	290	290	290	290	290	286	290	290	290	290	290	290	290	289	289	289.6	2018	289	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	368	43.76606267	33.05013795	IRQ	Iraq	1	NUMBER	Number	250	250	250	250			275	275	275	275	275	325	325	325	325	328	328	328	328	327.4	2018	328	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	372	-7.121425272	53.25274054	IRL	Ireland	1	NUMBER	Number	166	166	166	166	166	166	166	166	166	166	165	165	166	166	166	166	166	158	158	162.8	2018	158	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	376	34.62277992	31.06164552	ISR	Israel	1	NUMBER	Number	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	2018	120	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	380	12.57022427	42.79917282	ITA	Italy	1	NUMBER	Number	630	630	630	618	618	616	616	630	630	630	630	630	630	630	630	630	630	630	630	630	2018	630	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	NUMBER	Number	223	225	223	223	223	223	223	223	203	203	203	203	254	249	254	251	251	253	255	252.8	2018	255	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	388	-77.31068409	18.15616857	JAM	Jamaica	1	NUMBER	Number	60	60	60	60	60	60	60	60	60	60	60	60	63	63	63	63	63	63	63	63	2018	63	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	392	139.2716103	36.6554539	JPN	Japan	1	NUMBER	Number	500	480	480	480	480	480	480	480	480	480	480	480	480	480	480	475	475	475	465	474	2018	465	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	NUMBER	Number	77	77	77	77	77	77	77	77	107	107	107	107	107	107	115	107	107	107	107	108.6	2018	107	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	400	37.13024774	30.65365973	JOR	Jordan	1	NUMBER	Number	80	80	80	80	110	110	110	110	110	110	110	120	120	150	150	150	150	130	130	142	2018	130	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	404	37.86096816	0.534797278	KEN	Kenya	1	NUMBER	Number	224	224	224	224	224	224	224	219	207	224	224	224	224	224	350	350	350	350	349	349.8	2018	349	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	NUMBER	Number	687	687	687	687		687	687	687	687	687	687	687	687	687	687	687	687	687	687	687	2018	687	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	NUMBER	Number	299	273	273	273	271	299	299	299	299	299	299	299	299	300	300	300	300	300	300	300	2018	300	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	414	47.49305029	29.53949468	KWT	Kuwait	1	NUMBER	Number	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	2018	65	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	NUMBER	Number	70	43	60	60	60	60	75	72	90	90	90	120	120	120	120	120	120	120	120	120	2018	120	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	NUMBER	Number	99	99	99	109	109	109	109	115	115	115	115	115	132	132	132	132	132	149	149	138.8	2018	149	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	422	35.89391711	33.92152458	LBN	Lebanon	1	NUMBER	Number	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	2018	128	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	426	28.25362195	-29.58041814	LSO	Lesotho	1	NUMBER	Number	79	79	79	120	120	120	120	119	120	120	120	120	120	120	120	120	120	120	122	120.4	2018	122	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	428	26.42461876	56.64196636	LVA	Latvia	1	NUMBER	Number	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2018	100	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	430	-9.311879038	6.448381009	LBR	Liberia	1	NUMBER	Number	64	64	64	64	64	76	64	64	64	64	64	64	73	73	73	73	73	73	71	72.6	2018	71	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	434	18.0295985	27.04042819	LBY	Libya	1	NUMBER	Number							760	468	468	468	468	468	468	200	200	188	188	188	188	190.4	2018	188	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	NUMBER	Number	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	2018	25	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	440	23.90517807	55.33680309	LTU	Lithuania	1	NUMBER	Number	137	141	141	141	141	141	141	141	141	141	141	141	141	139	141	141	141	141	141	141	2018	141	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	442	6.092656563	49.77679538	LUX	Luxembourg	1	NUMBER	Number	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	2018	60	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	NUMBER	Number	150	150	150	160	160	160	160	160	127	127		256	365	366	147	151	151	151	151	150.2	2018	151	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	NUMBER	Number	193	193	193	193	193	193	191	191	193	193	192	192	193	193	193	192	192	192	192	192.2	2018	192	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	NUMBER	Number	193	193	193	193	191	219	219	219	219	222	222	222	221	221	222	222	222	222	222	222	2018	222	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	NUMBER	Number	50	50	50	50	50	50	50	50	50	50	77	77	77	77	74	85	85	85	85	82.8	2018	85	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	466	-3.522016039	17.35311254	MLI	Mali	1	NUMBER	Number	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	2018	147	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	470	14.44617519	35.89194275	MLT	Malta	1	NUMBER	Number	65	65	65	65	65	65	65	65	65	69	69	69	69	69	70	70	70	72	67	69.8	2018	67	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	474	-60.91544135	14.56086108	MTQ	Martinique	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	478	-10.33187259	20.26089546	MRT	Mauritania	1	NUMBER	Number	79	79	81	81	81	81		95	95	95	95	95	95	95	147	147	147	147	147	147	2018	147	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	480	57.568022	-20.28581998	MUS	Mauritius	1	NUMBER	Number	66	70	70	70	70	70	70	70	70	70	70	69	69	69	69	69	69	69	69	69	2018	69	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	484	-102.5148166	23.93378032	MEX	Mexico	1	NUMBER	Number	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	498	500	500	499.6	2018	500	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	492	7.424214814	43.73532918	MCO	Monaco	1	NUMBER	Number	18	18	18	18	24	24	24	24	24	24	23	23	21	21	24	24	24	24	24	24	2018	24	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	496	103.0728057	46.83892054	MNG	Mongolia	1	NUMBER	Number	76	76	76	76	76	74	75	76	76	74	76	76	76	74	74	74	76	76	76	75.2	2018	76	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	NUMBER	Number	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	2018	101	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	499	19.25214024	42.78717043	MNE	Montenegro	1	NUMBER	Number								81	81	81	81	81	81	81	81	81	81	81	81	81	2018	81	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	500	-62.19261223	16.73558313	MSR	Montserrat	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	504	-6.281942841	31.8440131	MAR	Morocco	1	NUMBER	Number	325	325	325	325	325	325	325	325	325	325	325	325	395	395	395	395	395	395	395	395	2018	395	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	NUMBER	Number	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	2018	250	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	512	57.87743482	21.98805614	OMN	Oman	1	NUMBER	Number						83	83	83	84	84	84	84	84	84	84	84	85	85	85	84.6	2018	85	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	516	17.21907885	-22.13817068	NAM	Namibia	1	NUMBER	Number	72	72	72	72	72	72	78	78	78	78	67	78	78	78	78	104	104	104	104	98.8	2018	104	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	520	166.92313	-0.528742623	NRU	Nauru	1	NUMBER	Number	18	18	18	18	18	18	18	18	18	18	18	18	18	18	19	19	19	19	19	19	2018	19	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	524	83.94678863	28.25866332	NPL	Nepal	1	NUMBER	Number	205	205	205					329	329	594	594	594	594	594	575	597	599	595	165	506.2	2018	165	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	528	5.331480568	51.86728884	NLD	Netherlands	1	NUMBER	Number	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	2018	150	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	531	-68.95033464	12.15058042	CUW	Curaçao	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	533	-69.97050586	12.50878756	ABW	Aruba	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	NUMBER	Number	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	2018	52	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	554	170.4755673	-43.98721568	NZL	New Zealand	1	NUMBER	Number	120	120	120	120	120	120	121	121	121	122	122	122	121	121	121	121	121	120	120	120.6	2018	120	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	NUMBER	Number	93	93	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	2018	92	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	562	9.400167877	17.42143036	NER	Niger	1	NUMBER	Number	83	83	83	83	83	113	113	113	113	113	113		113	113	113	113	113	171	171	136.2	2018	171	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	566	8.097363256	9.585789025	NGA	Nigeria	1	NUMBER	Number		351	351	351	360	360	360	360	358	358	358	358	352	360	360	360	360	360	360	360	2018	360	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	570	-169.8601693	-19.05000475	NIU	Niue	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	578	11.47846389	61.34311134	NOR	Norway	1	NUMBER	Number	165	165	165	165	165	165	169	169	169	169	169	169	169	169	169	169	169	169	169	169	2018	169	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	NUMBER	Number																								
2018.Q2.G.01	SG_GEN_PARLNT	Number of seats in national parliaments (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	NUMBER	Number																								
