series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2002	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	4	66.02688198	33.83160199	AFG	Afghanistan	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	8	20.06660928	41.13897007	ALB	Albania	1	PERCENT	Percentage						6.04202				14.22281					14.22281	2012	14.22281	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	Percentage				1.61648				1.33174	1.40268	1.20645	0.49267				0.84956	2013	0.49267	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	Percentage								4.32								2010	4.32	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	Percentage						2.94078	4.14208	6.29827	4.34558	3.32451	3.20584	0.8872			2.47251666666667	2014	0.8872	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage					2.03118											2007	2.03118	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	Percentage				6.22139			7.15987		5.60207	5.89742			6.91356		6.40549	2015	6.91356	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	Percentage							5.7211									2009	5.7211	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage					13.33934											2007	13.33934	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage							2.33733									2009	2.33733	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage						0.95735	1.16548	0.93436		0.55285					0.55285	2012	0.55285	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage											1.21683				1.21683	2013	1.21683	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage												0.93659			0.93659	2014	0.93659	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage					3.5339											2007	3.5339	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage				23.40301			21.74592		0.59718		20.50725				20.50725	2013	20.50725	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage		0.15402														2004	0.15402	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage						21.155	25.33946	19.84133	21.764	21.79102		23.0916			22.44131	2014	23.0916	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage						4.09476		5.79397								2010	5.79397	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	Percentage						0.39726		0.24555	0.25992	0.25691					0.25691	2012	0.25691	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	Percentage					1.15942	0.62864	0.94514	1.94553	0.83724	1.14059		1.75437			1.44748	2014	1.75437	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	Percentage	0.12594									4.32677					4.32677	2012	4.32677	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	Percentage									0.32554							2011	0.32554	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	276	10.3806066	51.08862743	DEU	Germany	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	PERCENT	Percentage			1.29928							11.31508					11.31508	2012	11.31508	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	300	22.58307827	39.47301873	GRC	Greece	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	316	144.7029305	13.35485404	GUM	Guam	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	PERCENT	Percentage												3.04998			3.04998	2014	3.04998	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	328	-58.97322037	4.788012784	GUY	Guyana	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	336	12.45315803	41.90343751	VAT	Holy See	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	340	-86.59974381	14.82243161	HND	Honduras	1	PERCENT	Percentage						0.08163		0.88932	1.89924							2011	1.89924	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	348	19.41221519	47.1651448	HUN	Hungary	1	PERCENT	Percentage					9.86803											2007	9.86803	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	356	79.3608464	22.34642074	IND	India	1	PERCENT	Percentage		3.55752					4.43938		14.48515							2011	14.48515	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	PERCENT	Percentage							1.43799		4.04798	3.43333		4.20993	5.44319		4.36215	2015	5.44319	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	PERCENT	Percentage				0.57183						2.88186					2.88186	2012	2.88186	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	376	34.62277992	31.06164552	ISR	Israel	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	380	12.57022427	42.79917282	ITA	Italy	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PERCENT	Percentage	0.4297															2002	0.4297	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	PERCENT	Percentage	4.57069															2002	4.57069	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	392	139.2716103	36.6554539	JPN	Japan	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	400	37.13024774	30.65365973	JOR	Jordan	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	404	37.86096816	0.534797278	KEN	Kenya	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	PERCENT	Percentage									23.89148	21.08072	25.79409				23.437405	2013	25.79409	World Bank	
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	PERCENT	Percentage																			
2018.Q2.G.01	SI_COV_LMKT	Proportion of population covered by labour market programs (%)	428	26.42461876	56.64196636	LVA	Latvia	1	PERCENT	Percentage						7.69174	9.84013									2009	9.84013	World Bank	
